"     Date,        Time,      Elapsed,    Chan_1_740.0"
"2026-02-16, 00:46:13.603,  243.141,         -4.1000"
"2026-02-16, 00:46:13.728,  243.266,         -4.1000"
"2026-02-16, 00:46:13.837,  243.375,         -4.1000"
"2026-02-16, 00:46:13.946,  243.484,         -4.1000"
"2026-02-16, 00:46:14.056,  243.594,         -4.1000"
"2026-02-16, 00:46:14.165,  243.703,         -4.1000"
"2026-02-16, 00:46:14.275,  243.813,         -4.1000"
"2026-02-16, 00:46:14.368,  243.906,         -4.1000"
"2026-02-16, 00:46:14.462,  244.000,         -4.1000"
"2026-02-16, 00:46:14.571,  244.109,         -2.0000"
"2026-02-16, 00:46:14.681,  244.219,         -2.0000"
"2026-02-16, 00:46:14.790,  244.328,         -2.0000"
"2026-02-16, 00:46:14.915,  244.453,         -2.0000"
"2026-02-16, 00:46:15.040,  244.578,         -2.0000"
"2026-02-16, 00:46:15.150,  244.688,         -2.0000"
"2026-02-16, 00:46:15.259,  244.797,         -2.0000"
"2026-02-16, 00:46:15.368,  244.906,         -2.0000"
"2026-02-16, 00:46:15.493,  245.031,         -2.0000"
"2026-02-16, 00:46:15.587,  245.125,         -2.0000"
"2026-02-16, 00:46:15.696,  245.234,         -2.0000"
"2026-02-16, 00:46:15.790,  245.328,         -2.0000"
"2026-02-16, 00:46:15.884,  245.422,         -2.0000"
"2026-02-16, 00:46:15.978,  245.516,         -2.0000"
"2026-02-16, 00:46:16.087,  245.625,         -2.0000"
"2026-02-16, 00:46:16.212,  245.750,         -2.0000"
"2026-02-16, 00:46:16.306,  245.844,         -2.0000"
"2026-02-16, 00:46:16.400,  245.938,         -2.0000"
"2026-02-16, 00:46:16.493,  246.031,         -2.0000"
"2026-02-16, 00:46:16.603,  246.141,         -2.0000"
"2026-02-16, 00:46:16.696,  246.234,         -2.0000"
"2026-02-16, 00:46:16.790,  246.328,         -5.1800"
"2026-02-16, 00:46:16.884,  246.422,         -5.1800"
"2026-02-16, 00:46:16.978,  246.516,         -5.1800"
"2026-02-16, 00:46:17.071,  246.609,         -5.1800"
"2026-02-16, 00:46:17.165,  246.703,         -5.1800"
"2026-02-16, 00:46:17.275,  246.813,         -5.1800"
"2026-02-16, 00:46:17.368,  246.906,         -5.1800"
"2026-02-16, 00:46:17.462,  247.000,         -5.1800"
"2026-02-16, 00:46:17.556,  247.094,         -5.1800"
"2026-02-16, 00:46:17.650,  247.188,         -5.1800"
"2026-02-16, 00:46:17.743,  247.281,         -5.1800"
"2026-02-16, 00:46:17.853,  247.391,         -5.1800"
"2026-02-16, 00:46:17.946,  247.484,         -5.1800"
"2026-02-16, 00:46:18.040,  247.578,         -5.1800"
"2026-02-16, 00:46:18.134,  247.672,         -5.1800"
"2026-02-16, 00:46:18.243,  247.781,         -5.1800"
"2026-02-16, 00:46:18.337,  247.875,         -5.1800"
"2026-02-16, 00:46:18.431,  247.969,         -5.1800"
"2026-02-16, 00:46:18.525,  248.063,         -5.1800"
"2026-02-16, 00:46:18.618,  248.156,         -5.1800"
"2026-02-16, 00:46:18.712,  248.250,         -5.1800"
"2026-02-16, 00:46:18.806,  248.344,         -5.1800"
"2026-02-16, 00:46:18.900,  248.438,         -5.1800"
"2026-02-16, 00:46:18.993,  248.531,         -6.4600"
"2026-02-16, 00:46:19.103,  248.641,         -6.4600"
"2026-02-16, 00:46:19.196,  248.734,         -6.4600"
"2026-02-16, 00:46:19.290,  248.828,         -6.4600"
"2026-02-16, 00:46:19.384,  248.922,         -6.4600"
"2026-02-16, 00:46:19.478,  249.016,         -6.4600"
"2026-02-16, 00:46:19.571,  249.109,         -6.4600"
"2026-02-16, 00:46:19.665,  249.203,         -6.4600"
"2026-02-16, 00:46:19.759,  249.297,         -6.4600"
"2026-02-16, 00:46:19.868,  249.406,         -6.4600"
"2026-02-16, 00:46:19.962,  249.500,         -6.4600"
"2026-02-16, 00:46:20.056,  249.594,         -6.4600"
"2026-02-16, 00:46:20.150,  249.688,         -6.4600"
"2026-02-16, 00:46:20.259,  249.797,         -6.4600"
"2026-02-16, 00:46:20.353,  249.891,         -6.4600"
"2026-02-16, 00:46:20.446,  249.984,         -6.4600"
"2026-02-16, 00:46:20.540,  250.078,         -6.4600"
"2026-02-16, 00:46:20.634,  250.172,         -6.4600"
"2026-02-16, 00:46:20.728,  250.266,         -6.4600"
"2026-02-16, 00:46:20.837,  250.375,         -6.4600"
"2026-02-16, 00:46:20.931,  250.469,         -6.4600"
"2026-02-16, 00:46:21.025,  250.563,         -6.4600"
"2026-02-16, 00:46:21.118,  250.656,         -6.4600"
"2026-02-16, 00:46:21.212,  250.750,         -3.2200"
"2026-02-16, 00:46:21.321,  250.859,         -3.2200"
"2026-02-16, 00:46:21.415,  250.953,         -3.2200"
"2026-02-16, 00:46:21.509,  251.047,         -3.2200"
"2026-02-16, 00:46:21.603,  251.141,         -3.2200"
"2026-02-16, 00:46:21.696,  251.234,         -3.2200"
"2026-02-16, 00:46:21.790,  251.328,         -3.2200"
"2026-02-16, 00:46:21.900,  251.438,         -3.2200"
"2026-02-16, 00:46:21.993,  251.531,         -3.2200"
"2026-02-16, 00:46:22.087,  251.625,         -3.2200"
"2026-02-16, 00:46:22.181,  251.719,         -3.2200"
"2026-02-16, 00:46:22.290,  251.828,         -3.2200"
"2026-02-16, 00:46:22.384,  251.922,         -3.2200"
"2026-02-16, 00:46:22.478,  252.016,         -3.2200"
"2026-02-16, 00:46:22.571,  252.109,         -3.2200"
"2026-02-16, 00:46:22.665,  252.203,         -3.2200"
"2026-02-16, 00:46:22.759,  252.297,         -3.2200"
"2026-02-16, 00:46:22.868,  252.406,         -3.2200"
"2026-02-16, 00:46:22.962,  252.500,         -3.2200"
"2026-02-16, 00:46:23.056,  252.594,         -3.2200"
"2026-02-16, 00:46:23.150,  252.688,         -3.2200"
"2026-02-16, 00:46:23.259,  252.797,         -3.2200"
"2026-02-16, 00:46:23.353,  252.891,         -3.2200"
"2026-02-16, 00:46:23.446,  252.984,         -6.2000"
"2026-02-16, 00:46:23.540,  253.078,         -6.2000"
"2026-02-16, 00:46:23.634,  253.172,         -6.2000"
"2026-02-16, 00:46:23.728,  253.266,         -6.2000"
"2026-02-16, 00:46:23.821,  253.359,         -6.2000"
"2026-02-16, 00:46:23.915,  253.453,         -6.2000"
"2026-02-16, 00:46:24.009,  253.547,         -6.2000"
"2026-02-16, 00:46:24.118,  253.656,         -6.2000"
"2026-02-16, 00:46:24.212,  253.750,         -6.2000"
"2026-02-16, 00:46:24.321,  253.859,         -6.2000"
"2026-02-16, 00:46:24.415,  253.953,         -6.2000"
"2026-02-16, 00:46:24.509,  254.047,         -6.2000"
"2026-02-16, 00:46:24.603,  254.141,         -6.2000"
"2026-02-16, 00:46:24.696,  254.234,         -6.2000"
"2026-02-16, 00:46:24.790,  254.328,         -6.2000"
"2026-02-16, 00:46:24.884,  254.422,         -6.2000"
"2026-02-16, 00:46:24.978,  254.516,         -6.2000"
"2026-02-16, 00:46:25.071,  254.609,         -6.2000"
"2026-02-16, 00:46:25.165,  254.703,         -6.2000"
"2026-02-16, 00:46:25.275,  254.813,         -6.2000"
"2026-02-16, 00:46:25.368,  254.906,         -6.2000"
"2026-02-16, 00:46:25.462,  255.000,         -6.2000"
"2026-02-16, 00:46:25.556,  255.094,         -6.2000"
"2026-02-16, 00:46:25.650,  255.188,         -3.2200"
"2026-02-16, 00:46:25.743,  255.281,         -3.2200"
"2026-02-16, 00:46:25.837,  255.375,         -3.2200"
"2026-02-16, 00:46:25.931,  255.469,         -3.2200"
"2026-02-16, 00:46:26.025,  255.563,         -3.2200"
"2026-02-16, 00:46:26.134,  255.672,         -3.2200"
"2026-02-16, 00:46:26.228,  255.766,         -3.2200"
"2026-02-16, 00:46:26.337,  255.875,         -3.2200"
"2026-02-16, 00:46:26.431,  255.969,         -3.2200"
"2026-02-16, 00:46:26.525,  256.063,         -3.2200"
"2026-02-16, 00:46:26.618,  256.156,         -3.2200"
"2026-02-16, 00:46:26.712,  256.250,         -3.2200"
"2026-02-16, 00:46:26.806,  256.344,         -3.2200"
"2026-02-16, 00:46:26.900,  256.438,         -3.2200"
"2026-02-16, 00:46:26.993,  256.531,         -3.2200"
"2026-02-16, 00:46:27.103,  256.641,         -3.2200"
"2026-02-16, 00:46:27.195,  256.733,         -3.2200"
"2026-02-16, 00:46:27.289,  256.827,         -3.2200"
"2026-02-16, 00:46:27.384,  256.922,         -3.2200"
"2026-02-16, 00:46:27.493,  257.031,         -3.2200"
"2026-02-16, 00:46:27.587,  257.125,         -3.2200"
"2026-02-16, 00:46:27.681,  257.219,         -3.2200"
"2026-02-16, 00:46:27.775,  257.313,         -3.2200"
"2026-02-16, 00:46:27.868,  257.406,         -3.2600"
"2026-02-16, 00:46:27.962,  257.500,         -3.2600"
"2026-02-16, 00:46:28.070,  257.608,         -3.2600"
"2026-02-16, 00:46:28.164,  257.702,         -3.2600"
"2026-02-16, 00:46:28.259,  257.797,         -3.2600"
"2026-02-16, 00:46:28.353,  257.891,         -3.2600"
"2026-02-16, 00:46:28.445,  257.983,         -3.2600"
"2026-02-16, 00:46:28.539,  258.077,         -3.2600"
"2026-02-16, 00:46:28.634,  258.172,         -3.2600"
"2026-02-16, 00:46:28.743,  258.281,         -3.2600"
"2026-02-16, 00:46:28.837,  258.375,         -3.2600"
"2026-02-16, 00:46:28.931,  258.469,         -3.2600"
"2026-02-16, 00:46:29.039,  258.577,         -3.2600"
"2026-02-16, 00:46:29.134,  258.672,         -3.2600"
"2026-02-16, 00:46:29.228,  258.766,         -3.2600"
"2026-02-16, 00:46:29.337,  258.875,         -3.2600"
"2026-02-16, 00:46:29.431,  258.969,         -3.2600"
"2026-02-16, 00:46:29.525,  259.063,         -3.2600"
"2026-02-16, 00:46:29.618,  259.156,         -3.2600"
"2026-02-16, 00:46:29.712,  259.250,         -3.2600"
"2026-02-16, 00:46:29.806,  259.344,         -3.2600"
"2026-02-16, 00:46:29.914,  259.452,         -3.2600"
"2026-02-16, 00:46:30.009,  259.547,         -3.2600"
"2026-02-16, 00:46:30.103,  259.641,         -7.4000"
"2026-02-16, 00:46:30.195,  259.733,         -7.4000"
"2026-02-16, 00:46:30.289,  259.827,         -7.4000"
"2026-02-16, 00:46:30.400,  259.938,         -7.4000"
"2026-02-16, 00:46:30.493,  260.031,         -7.4000"
"2026-02-16, 00:46:30.587,  260.125,         -7.4000"
"2026-02-16, 00:46:30.681,  260.219,         -7.4000"
"2026-02-16, 00:46:30.789,  260.327,         -7.4000"
"2026-02-16, 00:46:30.884,  260.422,         -7.4000"
"2026-02-16, 00:46:30.978,  260.516,         -7.4000"
"2026-02-16, 00:46:31.070,  260.608,         -7.4000"
"2026-02-16, 00:46:31.164,  260.702,         -7.4000"
"2026-02-16, 00:46:31.275,  260.813,         -7.4000"
"2026-02-16, 00:46:31.368,  260.906,         -7.4000"
"2026-02-16, 00:46:31.462,  261.000,         -7.4000"
"2026-02-16, 00:46:31.556,  261.094,         -7.4000"
"2026-02-16, 00:46:31.650,  261.188,         -7.4000"
"2026-02-16, 00:46:31.759,  261.297,         -7.4000"
"2026-02-16, 00:46:31.853,  261.391,         -7.4000"
"2026-02-16, 00:46:31.945,  261.483,         -7.4000"
"2026-02-16, 00:46:32.056,  261.594,         -7.4000"
"2026-02-16, 00:46:32.150,  261.688,         -7.4000"
"2026-02-16, 00:46:32.243,  261.781,         -7.4000"
"2026-02-16, 00:46:32.337,  261.875,         -7.8800"
"2026-02-16, 00:46:32.431,  261.969,         -7.8800"
"2026-02-16, 00:46:32.525,  262.063,         -7.8800"
"2026-02-16, 00:46:32.618,  262.156,         -7.8800"
"2026-02-16, 00:46:32.712,  262.250,         -7.8800"
"2026-02-16, 00:46:32.821,  262.359,         -7.8800"
"2026-02-16, 00:46:32.915,  262.453,         -7.8800"
"2026-02-16, 00:46:33.009,  262.547,         -7.8800"
"2026-02-16, 00:46:33.103,  262.641,         -7.8800"
"2026-02-16, 00:46:33.212,  262.750,         -7.8800"
"2026-02-16, 00:46:33.306,  262.844,         -7.8800"
"2026-02-16, 00:46:33.400,  262.938,         -7.8800"
"2026-02-16, 00:46:33.493,  263.031,         -7.8800"
"2026-02-16, 00:46:33.587,  263.125,         -7.8800"
"2026-02-16, 00:46:33.681,  263.219,         -7.8800"
"2026-02-16, 00:46:33.775,  263.313,         -7.8800"
"2026-02-16, 00:46:33.868,  263.406,         -7.8800"
"2026-02-16, 00:46:33.978,  263.516,         -7.8800"
"2026-02-16, 00:46:34.071,  263.609,         -7.8800"
"2026-02-16, 00:46:34.165,  263.703,         -7.8800"
"2026-02-16, 00:46:34.259,  263.797,         -7.8800"
"2026-02-16, 00:46:34.368,  263.906,         -7.8800"
"2026-02-16, 00:46:34.462,  264.000,         -7.8800"
"2026-02-16, 00:46:34.556,  264.094,         -5.8600"
"2026-02-16, 00:46:34.650,  264.188,         -5.8600"
"2026-02-16, 00:46:34.743,  264.281,         -5.8600"
"2026-02-16, 00:46:34.837,  264.375,         -5.8600"
"2026-02-16, 00:46:34.931,  264.469,         -5.8600"
"2026-02-16, 00:46:35.025,  264.563,         -5.8600"
"2026-02-16, 00:46:35.118,  264.656,         -5.8600"
"2026-02-16, 00:46:35.212,  264.750,         -5.8600"
"2026-02-16, 00:46:35.321,  264.859,         -5.8600"
"2026-02-16, 00:46:35.415,  264.953,         -5.8600"
"2026-02-16, 00:46:35.509,  265.047,         -5.8600"
"2026-02-16, 00:46:35.618,  265.156,         -5.8600"
"2026-02-16, 00:46:35.712,  265.250,         -5.8600"
"2026-02-16, 00:46:35.806,  265.344,         -5.8600"
"2026-02-16, 00:46:35.900,  265.438,         -5.8600"
"2026-02-16, 00:46:35.993,  265.531,         -5.8600"
"2026-02-16, 00:46:36.103,  265.641,         -5.8600"
"2026-02-16, 00:46:36.196,  265.734,         -5.8600"
"2026-02-16, 00:46:36.290,  265.828,         -5.8600"
"2026-02-16, 00:46:36.400,  265.938,         -5.8600"
"2026-02-16, 00:46:36.493,  266.031,         -5.8600"
"2026-02-16, 00:46:36.587,  266.125,         -5.8600"
"2026-02-16, 00:46:36.681,  266.219,         -5.8600"
"2026-02-16, 00:46:36.775,  266.313,         -4.9600"
"2026-02-16, 00:46:36.868,  266.406,         -4.9600"
"2026-02-16, 00:46:36.962,  266.500,         -4.9600"
"2026-02-16, 00:46:37.056,  266.594,         -4.9600"
"2026-02-16, 00:46:37.165,  266.703,         -4.9600"
"2026-02-16, 00:46:37.275,  266.813,         -4.9600"
"2026-02-16, 00:46:37.368,  266.906,         -4.9600"
"2026-02-16, 00:46:37.462,  267.000,         -4.9600"
"2026-02-16, 00:46:37.556,  267.094,         -4.9600"
"2026-02-16, 00:46:37.650,  267.188,         -4.9600"
"2026-02-16, 00:46:37.743,  267.281,         -4.9600"
"2026-02-16, 00:46:37.853,  267.391,         -4.9600"
"2026-02-16, 00:46:37.946,  267.484,         -4.9600"
"2026-02-16, 00:46:38.056,  267.594,         -4.9600"
"2026-02-16, 00:46:38.150,  267.688,         -4.9600"
"2026-02-16, 00:46:38.243,  267.781,         -4.9600"
"2026-02-16, 00:46:38.337,  267.875,         -4.9600"
"2026-02-16, 00:46:38.431,  267.969,         -4.9600"
"2026-02-16, 00:46:38.525,  268.063,         -4.9600"
"2026-02-16, 00:46:38.634,  268.172,         -4.9600"
"2026-02-16, 00:46:38.728,  268.266,         -4.9600"
"2026-02-16, 00:46:38.821,  268.359,         -4.9600"
"2026-02-16, 00:46:38.915,  268.453,         -4.9600"
"2026-02-16, 00:46:39.009,  268.547,          0.1000"
"2026-02-16, 00:46:39.103,  268.641,          0.1000"
"2026-02-16, 00:46:39.196,  268.734,          0.1000"
"2026-02-16, 00:46:39.306,  268.844,          0.1000"
"2026-02-16, 00:46:39.400,  268.938,          0.1000"
"2026-02-16, 00:46:39.493,  269.031,          0.1000"
"2026-02-16, 00:46:39.587,  269.125,          0.1000"
"2026-02-16, 00:46:39.681,  269.219,          0.1000"
"2026-02-16, 00:46:39.790,  269.328,          0.1000"
"2026-02-16, 00:46:39.884,  269.422,          0.1000"
"2026-02-16, 00:46:39.978,  269.516,          0.1000"
"2026-02-16, 00:46:40.071,  269.609,          0.1000"
"2026-02-16, 00:46:40.181,  269.719,          0.1000"
"2026-02-16, 00:46:40.275,  269.813,          0.1000"
"2026-02-16, 00:46:40.368,  269.906,          0.1000"
"2026-02-16, 00:46:40.462,  270.000,          0.1000"
"2026-02-16, 00:46:40.556,  270.094,          0.1000"
"2026-02-16, 00:46:40.665,  270.203,          0.1000"
"2026-02-16, 00:46:40.759,  270.297,          0.1000"
"2026-02-16, 00:46:40.853,  270.391,          0.1000"
"2026-02-16, 00:46:40.946,  270.484,          0.1000"
"2026-02-16, 00:46:41.040,  270.578,          0.1000"
"2026-02-16, 00:46:41.134,  270.672,          0.1000"
"2026-02-16, 00:46:41.243,  270.781,         -6.4000"
"2026-02-16, 00:46:41.337,  270.875,         -6.4000"
"2026-02-16, 00:46:41.431,  270.969,         -6.4000"
"2026-02-16, 00:46:41.525,  271.063,         -6.4000"
"2026-02-16, 00:46:41.618,  271.156,         -6.4000"
"2026-02-16, 00:46:41.712,  271.250,         -6.4000"
"2026-02-16, 00:46:41.821,  271.359,         -6.4000"
"2026-02-16, 00:46:41.915,  271.453,         -6.4000"
"2026-02-16, 00:46:42.009,  271.547,         -6.4000"
"2026-02-16, 00:46:42.103,  271.641,         -6.4000"
"2026-02-16, 00:46:42.196,  271.734,         -6.4000"
"2026-02-16, 00:46:42.306,  271.844,         -6.4000"
"2026-02-16, 00:46:42.400,  271.938,         -6.4000"
"2026-02-16, 00:46:42.493,  272.031,         -6.4000"
"2026-02-16, 00:46:42.587,  272.125,         -6.4000"
"2026-02-16, 00:46:42.681,  272.219,         -6.4000"
"2026-02-16, 00:46:42.775,  272.313,         -6.4000"
"2026-02-16, 00:46:42.884,  272.422,         -6.4000"
"2026-02-16, 00:46:42.978,  272.516,         -6.4000"
"2026-02-16, 00:46:43.071,  272.609,         -6.4000"
"2026-02-16, 00:46:43.181,  272.719,         -6.4000"
"2026-02-16, 00:46:43.275,  272.813,         -6.4000"
"2026-02-16, 00:46:43.368,  272.906,         -6.4000"
"2026-02-16, 00:46:43.462,  273.000,         -6.5400"
"2026-02-16, 00:46:43.556,  273.094,         -6.5400"
"2026-02-16, 00:46:43.650,  273.188,         -6.5400"
"2026-02-16, 00:46:43.743,  273.281,         -6.5400"
"2026-02-16, 00:46:43.853,  273.391,         -6.5400"
"2026-02-16, 00:46:43.946,  273.484,         -6.5400"
"2026-02-16, 00:46:44.040,  273.578,         -6.5400"
"2026-02-16, 00:46:44.134,  273.672,         -6.5400"
"2026-02-16, 00:46:44.228,  273.766,         -6.5400"
"2026-02-16, 00:46:44.337,  273.875,         -6.5400"
"2026-02-16, 00:46:44.431,  273.969,         -6.5400"
"2026-02-16, 00:46:44.525,  274.063,         -6.5400"
"2026-02-16, 00:46:44.618,  274.156,         -6.5400"
"2026-02-16, 00:46:44.712,  274.250,         -6.5400"
"2026-02-16, 00:46:44.806,  274.344,         -6.5400"
"2026-02-16, 00:46:44.900,  274.438,         -6.5400"
"2026-02-16, 00:46:44.993,  274.531,         -6.5400"
"2026-02-16, 00:46:45.103,  274.641,         -6.5400"
"2026-02-16, 00:46:45.196,  274.734,         -6.5400"
"2026-02-16, 00:46:45.306,  274.844,         -6.5400"
"2026-02-16, 00:46:45.400,  274.938,         -6.5400"
"2026-02-16, 00:46:45.493,  275.031,         -6.5400"
"2026-02-16, 00:46:45.587,  275.125,         -6.5400"
"2026-02-16, 00:46:45.681,  275.219,         -4.3400"
"2026-02-16, 00:46:45.775,  275.313,         -4.3400"
"2026-02-16, 00:46:45.868,  275.406,         -4.3400"
"2026-02-16, 00:46:45.962,  275.500,         -4.3400"
"2026-02-16, 00:46:46.071,  275.609,         -4.3400"
"2026-02-16, 00:46:46.165,  275.703,         -4.3400"
"2026-02-16, 00:46:46.275,  275.813,         -4.3400"
"2026-02-16, 00:46:46.368,  275.906,         -4.3400"
"2026-02-16, 00:46:46.462,  276.000,         -4.3400"
"2026-02-16, 00:46:46.556,  276.094,         -4.3400"
"2026-02-16, 00:46:46.650,  276.188,         -4.3400"
"2026-02-16, 00:46:46.743,  276.281,         -4.3400"
"2026-02-16, 00:46:46.853,  276.391,         -4.3400"
"2026-02-16, 00:46:46.946,  276.484,         -4.3400"
"2026-02-16, 00:46:47.040,  276.578,         -4.3400"
"2026-02-16, 00:46:47.134,  276.672,         -4.3400"
"2026-02-16, 00:46:47.243,  276.781,         -4.3400"
"2026-02-16, 00:46:47.337,  276.875,         -4.3400"
"2026-02-16, 00:46:47.431,  276.969,         -4.3400"
"2026-02-16, 00:46:47.525,  277.063,         -4.3400"
"2026-02-16, 00:46:47.618,  277.156,         -4.3400"
"2026-02-16, 00:46:47.712,  277.250,         -4.3400"
"2026-02-16, 00:46:47.806,  277.344,         -4.3400"
"2026-02-16, 00:46:47.900,  277.438,         -5.5600"
"2026-02-16, 00:46:47.993,  277.531,         -5.5600"
"2026-02-16, 00:46:48.103,  277.641,         -5.5600"
"2026-02-16, 00:46:48.196,  277.734,         -5.5600"
"2026-02-16, 00:46:48.290,  277.828,         -5.5600"
"2026-02-16, 00:46:48.384,  277.922,         -5.5600"
"2026-02-16, 00:46:48.478,  278.016,         -5.5600"
"2026-02-16, 00:46:48.587,  278.125,         -5.5600"
"2026-02-16, 00:46:48.681,  278.219,         -5.5600"
"2026-02-16, 00:46:48.775,  278.313,         -5.5600"
"2026-02-16, 00:46:48.884,  278.422,         -5.5600"
"2026-02-16, 00:46:48.978,  278.516,         -5.5600"
"2026-02-16, 00:46:49.071,  278.609,         -5.5600"
"2026-02-16, 00:46:49.165,  278.703,         -5.5600"
"2026-02-16, 00:46:49.275,  278.813,         -5.5600"
"2026-02-16, 00:46:49.368,  278.906,         -5.5600"
"2026-02-16, 00:46:49.462,  279.000,         -5.5600"
"2026-02-16, 00:46:49.556,  279.094,         -5.5600"
"2026-02-16, 00:46:49.665,  279.203,         -5.5600"
"2026-02-16, 00:46:49.759,  279.297,         -5.5600"
"2026-02-16, 00:46:49.853,  279.391,         -5.5600"
"2026-02-16, 00:46:49.946,  279.484,         -5.5600"
"2026-02-16, 00:46:50.056,  279.594,         -5.5600"
"2026-02-16, 00:46:50.150,  279.688,         -3.2400"
"2026-02-16, 00:46:50.243,  279.781,         -3.2400"
"2026-02-16, 00:46:50.337,  279.875,         -3.2400"
"2026-02-16, 00:46:50.431,  279.969,         -3.2400"
"2026-02-16, 00:46:50.540,  280.078,         -3.2400"
"2026-02-16, 00:46:50.634,  280.172,         -3.2400"
"2026-02-16, 00:46:50.728,  280.266,         -3.2400"
"2026-02-16, 00:46:50.821,  280.359,         -3.2400"
"2026-02-16, 00:46:50.931,  280.469,         -3.2400"
"2026-02-16, 00:46:51.025,  280.563,         -3.2400"
"2026-02-16, 00:46:51.118,  280.656,         -3.2400"
"2026-02-16, 00:46:51.212,  280.750,         -3.2400"
"2026-02-16, 00:46:51.321,  280.859,         -3.2400"
"2026-02-16, 00:46:51.415,  280.953,         -3.2400"
"2026-02-16, 00:46:51.509,  281.047,         -3.2400"
"2026-02-16, 00:46:51.603,  281.141,         -3.2400"
"2026-02-16, 00:46:51.696,  281.234,         -3.2400"
"2026-02-16, 00:46:51.806,  281.344,         -3.2400"
"2026-02-16, 00:46:51.900,  281.438,         -3.2400"
"2026-02-16, 00:46:51.993,  281.531,         -3.2400"
"2026-02-16, 00:46:52.087,  281.625,         -3.2400"
"2026-02-16, 00:46:52.181,  281.719,         -3.2400"
"2026-02-16, 00:46:52.290,  281.828,         -3.2400"
"2026-02-16, 00:46:52.384,  281.922,         -6.0200"
"2026-02-16, 00:46:52.478,  282.016,         -6.0200"
"2026-02-16, 00:46:52.571,  282.109,         -6.0200"
"2026-02-16, 00:46:52.665,  282.203,         -6.0200"
"2026-02-16, 00:46:52.775,  282.313,         -6.0200"
"2026-02-16, 00:46:52.868,  282.406,         -6.0200"
"2026-02-16, 00:46:52.962,  282.500,         -6.0200"
"2026-02-16, 00:46:53.056,  282.594,         -6.0200"
"2026-02-16, 00:46:53.150,  282.688,         -6.0200"
"2026-02-16, 00:46:53.259,  282.797,         -6.0200"
"2026-02-16, 00:46:53.353,  282.891,         -6.0200"
"2026-02-16, 00:46:53.446,  282.984,         -6.0200"
"2026-02-16, 00:46:53.540,  283.078,         -6.0200"
"2026-02-16, 00:46:53.634,  283.172,         -6.0200"
"2026-02-16, 00:46:53.728,  283.266,         -6.0200"
"2026-02-16, 00:46:53.837,  283.375,         -6.0200"
"2026-02-16, 00:46:53.931,  283.469,         -6.0200"
"2026-02-16, 00:46:54.025,  283.563,         -6.0200"
"2026-02-16, 00:46:54.118,  283.656,         -6.0200"
"2026-02-16, 00:46:54.212,  283.750,         -6.0200"
"2026-02-16, 00:46:54.321,  283.859,         -6.0200"
"2026-02-16, 00:46:54.415,  283.953,         -6.0200"
"2026-02-16, 00:46:54.509,  284.047,         -6.0200"
"2026-02-16, 00:46:54.603,  284.141,         -7.5800"
"2026-02-16, 00:46:54.696,  284.234,         -7.5800"
"2026-02-16, 00:46:54.790,  284.328,         -7.5800"
"2026-02-16, 00:46:54.884,  284.422,         -7.5800"
"2026-02-16, 00:46:54.978,  284.516,         -7.5800"
"2026-02-16, 00:46:55.071,  284.609,         -7.5800"
"2026-02-16, 00:46:55.181,  284.719,         -7.5800"
"2026-02-16, 00:46:55.275,  284.813,         -7.5800"
"2026-02-16, 00:46:55.384,  284.922,         -7.5800"
"2026-02-16, 00:46:55.478,  285.016,         -7.5800"
"2026-02-16, 00:46:55.571,  285.109,         -7.5800"
"2026-02-16, 00:46:55.665,  285.203,         -7.5800"
"2026-02-16, 00:46:55.759,  285.297,         -7.5800"
"2026-02-16, 00:46:55.853,  285.391,         -7.5800"
"2026-02-16, 00:46:55.946,  285.484,         -7.5800"
"2026-02-16, 00:46:56.056,  285.594,         -7.5800"
"2026-02-16, 00:46:56.150,  285.688,         -7.5800"
"2026-02-16, 00:46:56.243,  285.781,         -7.5800"
"2026-02-16, 00:46:56.337,  285.875,         -7.5800"
"2026-02-16, 00:46:56.431,  285.969,         -7.5800"
"2026-02-16, 00:46:56.525,  286.063,         -7.5800"
"2026-02-16, 00:46:56.634,  286.172,         -7.5800"
"2026-02-16, 00:46:56.728,  286.266,         -7.5800"
"2026-02-16, 00:46:56.821,  286.359,         -5.0800"
"2026-02-16, 00:46:56.915,  286.453,         -5.0800"
"2026-02-16, 00:46:57.009,  286.547,         -5.0800"
"2026-02-16, 00:46:57.103,  286.641,         -5.0800"
"2026-02-16, 00:46:57.196,  286.734,         -5.0800"
"2026-02-16, 00:46:57.306,  286.844,         -5.0800"
"2026-02-16, 00:46:57.400,  286.938,         -5.0800"
"2026-02-16, 00:46:57.509,  287.047,         -5.0800"
"2026-02-16, 00:46:57.603,  287.141,         -5.0800"
"2026-02-16, 00:46:57.696,  287.234,         -5.0800"
"2026-02-16, 00:46:57.806,  287.344,         -5.0800"
"2026-02-16, 00:46:57.900,  287.438,         -5.0800"
"2026-02-16, 00:46:58.009,  287.547,         -5.0800"
"2026-02-16, 00:46:58.103,  287.641,         -5.0800"
"2026-02-16, 00:46:58.212,  287.750,         -5.0800"
"2026-02-16, 00:46:58.306,  287.844,         -5.0800"
"2026-02-16, 00:46:58.400,  287.938,         -5.0800"
"2026-02-16, 00:46:58.493,  288.031,         -5.0800"
"2026-02-16, 00:46:58.603,  288.141,         -5.0800"
"2026-02-16, 00:46:58.696,  288.234,         -5.0800"
"2026-02-16, 00:46:58.790,  288.328,         -5.0800"
"2026-02-16, 00:46:58.884,  288.422,         -5.0800"
